log_id,staff_id,work_date,hours_worked
15838,2,2015-03-09,8.0
15839,3,2015-03-09,8.0
15840,4,2015-03-09,8.0
15841,5,2015-03-09,8.0
15842,6,2015-03-09,8.0
15843,7,2015-03-09,8.0
15844,8,2015-03-09,8.0
15845,9,2015-03-09,8.0
15846,10,2015-03-09,4.0
15847,11,2015-03-09,4.0
15848,12,2015-03-09,4.0
15849,13,2015-03-09,4.0
15850,1,2015-03-10,8.0
15851,2,2015-03-10,8.0
15852,3,2015-03-10,8.0
15853,4,2015-03-10,8.0
15854,5,2015-03-10,8.0
15855,6,2015-03-10,8.0
15856,7,2015-03-10,8.0
15857,8,2015-03-10,8.0
15858,9,2015-03-10,8.0
15859,10,2015-03-10,4.0
15860,11,2015-03-10,4.0
15861,12,2015-03-10,4.0
15862,13,2015-03-10,4.0
15863,1,2015-03-11,8.0
15864,2,2015-03-11,8.0
15865,3,2015-03-11,8.0
15866,4,2015-03-11,8.0
15867,5,2015-03-11,8.0
15868,6,2015-03-11,8.0
15869,7,2015-03-11,8.0
15870,8,2015-03-11,8.0
15871,9,2015-03-11,8.0
15872,10,2015-03-11,4.0
15873,11,2015-03-11,4.0
15874,12,2015-03-11,4.0
15875,13,2015-03-11,4.0
15876,1,2015-03-12,8.0
15877,2,2015-03-12,8.0
15878,3,2015-03-12,8.0
15879,4,2015-03-12,8.0
15880,5,2015-03-12,8.0
15881,6,2015-03-12,8.0
15882,7,2015-03-12,8.0
15883,8,2015-03-12,8.0
15884,9,2015-03-12,8.0
15885,10,2015-03-12,4.0
15886,11,2015-03-12,4.0
15887,12,2015-03-12,4.0
15888,13,2015-03-12,4.0
15889,1,2015-03-13,8.0
15890,2,2015-03-13,8.0
15891,3,2015-03-13,8.0
15892,4,2015-03-13,8.0
15893,5,2015-03-13,8.0
15894,6,2015-03-13,8.0
15895,7,2015-03-13,8.0
15896,8,2015-03-13,8.0
15897,9,2015-03-13,8.0
15898,10,2015-03-13,4.0
15899,11,2015-03-13,4.0
15900,12,2015-03-13,4.0
15901,13,2015-03-13,4.0
15902,1,2015-03-14,8.0
15903,2,2015-03-14,8.0
15904,3,2015-03-14,8.0
15905,4,2015-03-14,8.0
15906,5,2015-03-14,8.0
15907,6,2015-03-14,8.0
15908,7,2015-03-14,8.0
15909,8,2015-03-14,8.0
15910,9,2015-03-14,8.0
15911,10,2015-03-14,4.0
15912,11,2015-03-14,4.0
15913,12,2015-03-14,4.0
15914,13,2015-03-14,4.0
15915,1,2015-03-15,8.0
15916,2,2015-03-15,8.0
15917,3,2015-03-15,8.0
15918,4,2015-03-15,8.0
15919,5,2015-03-15,8.0
15920,6,2015-03-15,8.0
15921,7,2015-03-15,8.0
15922,8,2015-03-15,8.0
15923,9,2015-03-15,8.0
15924,10,2015-03-15,4.0
15925,11,2015-03-15,4.0
15926,12,2015-03-15,4.0
15927,13,2015-03-15,4.0
15928,1,2015-03-16,8.0
15929,2,2015-03-16,8.0
15930,3,2015-03-16,8.0
15931,4,2015-03-16,8.0
15932,5,2015-03-16,8.0
15933,6,2015-03-16,8.0
15934,7,2015-03-16,8.0
15935,8,2015-03-16,8.0
15936,9,2015-03-16,8.0
15937,10,2015-03-16,4.0
15938,11,2015-03-16,4.0
15939,12,2015-03-16,4.0
15940,13,2015-03-16,4.0
15941,1,2015-03-17,8.0
15942,2,2015-03-17,8.0
15943,3,2015-03-17,8.0
15944,4,2015-03-17,8.0
15945,5,2015-03-17,8.0
15946,6,2015-03-17,8.0
15947,7,2015-03-17,8.0
15948,8,2015-03-17,8.0
15949,9,2015-03-17,8.0
15950,10,2015-03-17,4.0
15951,11,2015-03-17,4.0
15952,12,2015-03-17,4.0
15953,13,2015-03-17,4.0
15954,1,2015-03-18,8.0
15955,2,2015-03-18,8.0
15956,3,2015-03-18,8.0
15957,4,2015-03-18,8.0
15958,5,2015-03-18,8.0
15959,6,2015-03-18,8.0
15960,7,2015-03-18,8.0
15961,8,2015-03-18,8.0
15962,9,2015-03-18,8.0
15963,10,2015-03-18,4.0
15964,11,2015-03-18,4.0
15965,12,2015-03-18,4.0
15966,13,2015-03-18,4.0
15967,1,2015-03-19,8.0
15968,2,2015-03-19,8.0
15969,3,2015-03-19,8.0
15970,4,2015-03-19,8.0
15971,5,2015-03-19,8.0
15972,6,2015-03-19,8.0
15973,7,2015-03-19,8.0
15974,8,2015-03-19,8.0
15975,9,2015-03-19,8.0
15976,10,2015-03-19,4.0
15977,11,2015-03-19,4.0
15978,12,2015-03-19,4.0
15979,13,2015-03-19,4.0
15980,1,2015-03-20,8.0
15981,2,2015-03-20,8.0
15982,3,2015-03-20,8.0
15983,4,2015-03-20,8.0
15984,5,2015-03-20,8.0
15985,6,2015-03-20,8.0
15986,7,2015-03-20,8.0
15987,8,2015-03-20,8.0
15988,9,2015-03-20,8.0
15989,10,2015-03-20,4.0
15990,11,2015-03-20,4.0
15991,12,2015-03-20,4.0
15992,13,2015-03-20,4.0
15993,1,2015-03-21,8.0
15994,2,2015-03-21,8.0
15995,3,2015-03-21,8.0
15996,4,2015-03-21,8.0
15997,5,2015-03-21,8.0
15998,6,2015-03-21,8.0
15999,7,2015-03-21,8.0
16000,8,2015-03-21,8.0
16001,9,2015-03-21,8.0
16002,10,2015-03-21,4.0
16003,11,2015-03-21,4.0
16004,12,2015-03-21,4.0
16005,13,2015-03-21,4.0
16006,1,2015-03-22,8.0
16007,2,2015-03-22,8.0
16008,3,2015-03-22,8.0
16009,4,2015-03-22,8.0
16010,5,2015-03-22,8.0
16011,6,2015-03-22,8.0
16012,7,2015-03-22,8.0
16013,8,2015-03-22,8.0
16014,9,2015-03-22,8.0
16015,10,2015-03-22,4.0
16016,11,2015-03-22,4.0
16017,12,2015-03-22,4.0
16018,13,2015-03-22,4.0
16019,1,2015-03-23,8.0
16020,2,2015-03-23,8.0
16021,3,2015-03-23,8.0
16022,4,2015-03-23,8.0
16023,5,2015-03-23,8.0
16024,6,2015-03-23,8.0
16025,7,2015-03-23,8.0
16026,8,2015-03-23,8.0
16027,9,2015-03-23,8.0
16028,10,2015-03-23,4.0
16029,11,2015-03-23,4.0
16030,12,2015-03-23,4.0
16031,13,2015-03-23,4.0
16032,1,2015-03-24,8.0
16033,2,2015-03-24,8.0
16034,3,2015-03-24,8.0
16035,4,2015-03-24,8.0
16036,5,2015-03-24,8.0
16037,6,2015-03-24,8.0
16038,7,2015-03-24,8.0
16039,8,2015-03-24,8.0
16040,9,2015-03-24,8.0
16041,10,2015-03-24,4.0
16042,11,2015-03-24,4.0
16043,12,2015-03-24,4.0
16044,13,2015-03-24,4.0
16045,1,2015-03-25,8.0
16046,2,2015-03-25,8.0
16047,3,2015-03-25,8.0
16048,4,2015-03-25,8.0
16049,5,2015-03-25,8.0
16050,6,2015-03-25,8.0
16051,7,2015-03-25,8.0
16052,8,2015-03-25,8.0
16053,9,2015-03-25,8.0
16054,10,2015-03-25,4.0
16055,11,2015-03-25,4.0
16056,12,2015-03-25,4.0
16057,13,2015-03-25,4.0
16058,1,2015-03-26,8.0
16059,2,2015-03-26,8.0
16060,3,2015-03-26,8.0
16061,4,2015-03-26,8.0
16062,5,2015-03-26,8.0
16063,6,2015-03-26,8.0
16064,7,2015-03-26,8.0
16065,8,2015-03-26,8.0
16066,9,2015-03-26,8.0
16067,10,2015-03-26,4.0
16068,11,2015-03-26,4.0
16069,12,2015-03-26,4.0
16070,13,2015-03-26,4.0
16071,1,2015-03-27,8.0
16072,2,2015-03-27,8.0
16073,3,2015-03-27,8.0
16074,4,2015-03-27,8.0
16075,5,2015-03-27,8.0
16076,6,2015-03-27,8.0
16077,7,2015-03-27,8.0
16078,8,2015-03-27,8.0
16079,9,2015-03-27,8.0
16080,10,2015-03-27,4.0
16081,11,2015-03-27,4.0
16082,12,2015-03-27,4.0
16083,13,2015-03-27,4.0
16084,1,2015-03-28,8.0
16085,2,2015-03-28,8.0
16086,3,2015-03-28,8.0
16087,4,2015-03-28,8.0
16088,5,2015-03-28,8.0
16089,6,2015-03-28,8.0
16090,7,2015-03-28,8.0
16091,8,2015-03-28,8.0
16092,9,2015-03-28,8.0
16093,10,2015-03-28,4.0
16094,11,2015-03-28,4.0
16095,12,2015-03-28,4.0
16096,13,2015-03-28,4.0
16097,1,2015-03-29,8.0
16098,2,2015-03-29,8.0
16099,3,2015-03-29,8.0
16100,4,2015-03-29,8.0
16101,5,2015-03-29,8.0
16102,6,2015-03-29,8.0
16103,7,2015-03-29,8.0
16104,8,2015-03-29,8.0
16105,9,2015-03-29,8.0
16106,10,2015-03-29,4.0
16107,11,2015-03-29,4.0
16108,12,2015-03-29,4.0
16109,13,2015-03-29,4.0
16110,1,2015-03-30,8.0
16111,2,2015-03-30,8.0
16112,3,2015-03-30,8.0
16113,4,2015-03-30,8.0
16114,5,2015-03-30,8.0
16115,6,2015-03-30,8.0
16116,7,2015-03-30,8.0
16117,8,2015-03-30,8.0
16118,9,2015-03-30,8.0
16119,10,2015-03-30,4.0
16120,11,2015-03-30,4.0
16121,12,2015-03-30,4.0
16122,13,2015-03-30,4.0
16123,1,2015-03-31,8.0
16124,2,2015-03-31,8.0
16125,3,2015-03-31,8.0
16126,4,2015-03-31,8.0
16127,5,2015-03-31,8.0
16128,6,2015-03-31,8.0
16129,7,2015-03-31,8.0
16130,8,2015-03-31,8.0
16131,9,2015-03-31,8.0
16132,10,2015-03-31,4.0
16133,11,2015-03-31,4.0
16134,12,2015-03-31,4.0
16135,13,2015-03-31,4.0
16136,1,2015-04-01,8.0
16137,2,2015-04-01,8.0
16138,3,2015-04-01,8.0
16139,4,2015-04-01,8.0
16140,5,2015-04-01,8.0
16141,6,2015-04-01,8.0
16142,7,2015-04-01,8.0
16143,8,2015-04-01,8.0
16144,9,2015-04-01,8.0
16145,10,2015-04-01,4.0
16146,11,2015-04-01,4.0
16147,12,2015-04-01,4.0
16148,13,2015-04-01,4.0
16149,1,2015-04-02,8.0
16150,2,2015-04-02,8.0
16151,3,2015-04-02,8.0
16152,4,2015-04-02,8.0
16153,5,2015-04-02,8.0
16154,6,2015-04-02,8.0
16155,7,2015-04-02,8.0
16156,8,2015-04-02,8.0
16157,9,2015-04-02,8.0
16158,10,2015-04-02,4.0
16159,11,2015-04-02,4.0
16160,12,2015-04-02,4.0
16161,13,2015-04-02,4.0
16162,1,2015-04-03,8.0
16163,2,2015-04-03,8.0
16164,3,2015-04-03,8.0
16165,4,2015-04-03,8.0
16166,5,2015-04-03,8.0
16167,6,2015-04-03,8.0
16168,7,2015-04-03,8.0
16169,8,2015-04-03,8.0
16170,9,2015-04-03,8.0
16171,10,2015-04-03,4.0
16172,11,2015-04-03,4.0
16173,12,2015-04-03,4.0
16174,13,2015-04-03,4.0
16175,1,2015-04-04,8.0
16176,2,2015-04-04,8.0
16177,3,2015-04-04,8.0
16178,4,2015-04-04,8.0
16179,5,2015-04-04,8.0
16180,6,2015-04-04,8.0
16181,7,2015-04-04,8.0
16182,8,2015-04-04,8.0
16183,9,2015-04-04,8.0
16184,10,2015-04-04,4.0
16185,11,2015-04-04,4.0
16186,12,2015-04-04,4.0
16187,13,2015-04-04,4.0
16188,1,2015-04-05,8.0
16189,2,2015-04-05,8.0
16190,3,2015-04-05,8.0
16191,4,2015-04-05,8.0
16192,5,2015-04-05,8.0
16193,6,2015-04-05,8.0
16194,7,2015-04-05,8.0
16195,8,2015-04-05,8.0
16196,9,2015-04-05,8.0
16197,10,2015-04-05,4.0
16198,11,2015-04-05,4.0
16199,12,2015-04-05,4.0
16200,13,2015-04-05,4.0
16201,1,2015-04-06,8.0
16202,2,2015-04-06,8.0
16203,3,2015-04-06,8.0
16204,4,2015-04-06,8.0
16205,5,2015-04-06,8.0
16206,6,2015-04-06,8.0
16207,7,2015-04-06,8.0
16208,8,2015-04-06,8.0
16209,9,2015-04-06,8.0
16210,10,2015-04-06,4.0
16211,11,2015-04-06,4.0
16212,12,2015-04-06,4.0
16213,13,2015-04-06,4.0
16214,1,2015-04-07,8.0
16215,2,2015-04-07,8.0
16216,3,2015-04-07,8.0
16217,4,2015-04-07,8.0
16218,5,2015-04-07,8.0
16219,6,2015-04-07,8.0
16220,7,2015-04-07,8.0
16221,8,2015-04-07,8.0
16222,9,2015-04-07,8.0
16223,10,2015-04-07,4.0
16224,11,2015-04-07,4.0
16225,12,2015-04-07,4.0
16226,13,2015-04-07,4.0
16227,1,2015-04-08,8.0
16228,2,2015-04-08,8.0
16229,3,2015-04-08,8.0
16230,4,2015-04-08,8.0
16231,5,2015-04-08,8.0
16232,6,2015-04-08,8.0
16233,7,2015-04-08,8.0
16234,8,2015-04-08,8.0
16235,9,2015-04-08,8.0
16236,10,2015-04-08,4.0
16237,11,2015-04-08,4.0
16238,12,2015-04-08,4.0
16239,13,2015-04-08,4.0
16240,1,2015-04-09,8.0
16241,2,2015-04-09,8.0
16242,3,2015-04-09,8.0
16243,4,2015-04-09,8.0
16244,5,2015-04-09,8.0
16245,6,2015-04-09,8.0
16246,7,2015-04-09,8.0
16247,8,2015-04-09,8.0
16248,9,2015-04-09,8.0
16249,10,2015-04-09,4.0
16250,11,2015-04-09,4.0
16251,12,2015-04-09,4.0
16252,13,2015-04-09,4.0
16253,1,2015-04-10,8.0
16254,2,2015-04-10,8.0
16255,3,2015-04-10,8.0
16256,4,2015-04-10,8.0
16257,5,2015-04-10,8.0
16258,6,2015-04-10,8.0
16259,7,2015-04-10,8.0
16260,8,2015-04-10,8.0
16261,9,2015-04-10,8.0
16262,10,2015-04-10,4.0
16263,11,2015-04-10,4.0
16264,12,2015-04-10,4.0
16265,13,2015-04-10,4.0
16266,1,2015-04-11,8.0
16267,2,2015-04-11,8.0
16268,3,2015-04-11,8.0
16269,4,2015-04-11,8.0
16270,5,2015-04-11,8.0
16271,6,2015-04-11,8.0
16272,7,2015-04-11,8.0
16273,8,2015-04-11,8.0
16274,9,2015-04-11,8.0
16275,10,2015-04-11,4.0
16276,11,2015-04-11,4.0
16277,12,2015-04-11,4.0
16278,13,2015-04-11,4.0
16279,1,2015-04-12,8.0
16280,2,2015-04-12,8.0
16281,3,2015-04-12,8.0
16282,4,2015-04-12,8.0
16283,5,2015-04-12,8.0
16284,6,2015-04-12,8.0
16285,7,2015-04-12,8.0
16286,8,2015-04-12,8.0
16287,9,2015-04-12,8.0
16288,10,2015-04-12,4.0
16289,11,2015-04-12,4.0
16290,12,2015-04-12,4.0
16291,13,2015-04-12,4.0
16292,1,2015-04-13,8.0
16293,2,2015-04-13,8.0
16294,3,2015-04-13,8.0
16295,4,2015-04-13,8.0
16296,5,2015-04-13,8.0
16297,6,2015-04-13,8.0
16298,7,2015-04-13,8.0
16299,8,2015-04-13,8.0
16300,9,2015-04-13,8.0
16301,10,2015-04-13,4.0
16302,11,2015-04-13,4.0
16303,12,2015-04-13,4.0
16304,13,2015-04-13,4.0
16305,1,2015-04-14,8.0
16306,2,2015-04-14,8.0
16307,3,2015-04-14,8.0
16308,4,2015-04-14,8.0
16309,5,2015-04-14,8.0
16310,6,2015-04-14,8.0
16311,7,2015-04-14,8.0
16312,8,2015-04-14,8.0
16313,9,2015-04-14,8.0
16314,10,2015-04-14,4.0
16315,11,2015-04-14,4.0
16316,12,2015-04-14,4.0
16317,13,2015-04-14,4.0
16318,1,2015-04-15,8.0
16319,2,2015-04-15,8.0
16320,3,2015-04-15,8.0
16321,4,2015-04-15,8.0
16322,5,2015-04-15,8.0
16323,6,2015-04-15,8.0
16324,7,2015-04-15,8.0
16325,8,2015-04-15,8.0
16326,9,2015-04-15,8.0
16327,10,2015-04-15,4.0
16328,11,2015-04-15,4.0
16329,12,2015-04-15,4.0
16330,13,2015-04-15,4.0
16331,1,2015-04-16,8.0
16332,2,2015-04-16,8.0
16333,3,2015-04-16,8.0
16334,4,2015-04-16,8.0
16335,5,2015-04-16,8.0
16336,6,2015-04-16,8.0
16337,7,2015-04-16,8.0
16338,8,2015-04-16,8.0
16339,9,2015-04-16,8.0
16340,10,2015-04-16,4.0
16341,11,2015-04-16,4.0
16342,12,2015-04-16,4.0
16343,13,2015-04-16,4.0
16344,1,2015-04-17,8.0
16345,2,2015-04-17,8.0
16346,3,2015-04-17,8.0
16347,4,2015-04-17,8.0
16348,5,2015-04-17,8.0
16349,6,2015-04-17,8.0
16350,7,2015-04-17,8.0
16351,8,2015-04-17,8.0
16352,9,2015-04-17,8.0
16353,10,2015-04-17,4.0
16354,11,2015-04-17,4.0
16355,12,2015-04-17,4.0
16356,13,2015-04-17,4.0
16357,1,2015-04-18,8.0
16358,2,2015-04-18,8.0
16359,3,2015-04-18,8.0
16360,4,2015-04-18,8.0
16361,5,2015-04-18,8.0
16362,6,2015-04-18,8.0
16363,7,2015-04-18,8.0
16364,8,2015-04-18,8.0
16365,9,2015-04-18,8.0
16366,10,2015-04-18,4.0
16367,11,2015-04-18,4.0
16368,12,2015-04-18,4.0
16369,13,2015-04-18,4.0
16370,1,2015-04-19,8.0
16371,2,2015-04-19,8.0
16372,3,2015-04-19,8.0
16373,4,2015-04-19,8.0
16374,5,2015-04-19,8.0
16375,6,2015-04-19,8.0
16376,7,2015-04-19,8.0
16377,8,2015-04-19,8.0
16378,9,2015-04-19,8.0
16379,10,2015-04-19,4.0
16380,11,2015-04-19,4.0
16381,12,2015-04-19,4.0
16382,13,2015-04-19,4.0
16383,1,2015-04-20,8.0
16384,2,2015-04-20,8.0
16385,3,2015-04-20,8.0
16386,4,2015-04-20,8.0
16387,5,2015-04-20,8.0
16388,6,2015-04-20,8.0
16389,7,2015-04-20,8.0
16390,8,2015-04-20,8.0
16391,9,2015-04-20,8.0
16392,10,2015-04-20,4.0
16393,11,2015-04-20,4.0
16394,12,2015-04-20,4.0
16395,13,2015-04-20,4.0
16396,1,2015-04-21,8.0
16397,2,2015-04-21,8.0
16398,3,2015-04-21,8.0
16399,4,2015-04-21,8.0
16400,5,2015-04-21,8.0
16401,6,2015-04-21,8.0
16402,7,2015-04-21,8.0
16403,8,2015-04-21,8.0
16404,9,2015-04-21,8.0
16405,10,2015-04-21,4.0
16406,11,2015-04-21,4.0
16407,12,2015-04-21,4.0
16408,13,2015-04-21,4.0
16409,1,2015-04-22,8.0
16410,2,2015-04-22,8.0
16411,3,2015-04-22,8.0
16412,4,2015-04-22,8.0
16413,5,2015-04-22,8.0
16414,6,2015-04-22,8.0
16415,7,2015-04-22,8.0
16416,8,2015-04-22,8.0
16417,9,2015-04-22,8.0
16418,10,2015-04-22,4.0
16419,11,2015-04-22,4.0
16420,12,2015-04-22,4.0
16421,13,2015-04-22,4.0
16422,1,2015-04-23,8.0
16423,2,2015-04-23,8.0
16424,3,2015-04-23,8.0
16425,4,2015-04-23,8.0
16426,5,2015-04-23,8.0
16427,6,2015-04-23,8.0
16428,7,2015-04-23,8.0
16429,8,2015-04-23,8.0
16430,9,2015-04-23,8.0
16431,10,2015-04-23,4.0
16432,11,2015-04-23,4.0
16433,12,2015-04-23,4.0
16434,13,2015-04-23,4.0
16435,1,2015-04-24,8.0
16436,2,2015-04-24,8.0
16437,3,2015-04-24,8.0
16438,4,2015-04-24,8.0
16439,5,2015-04-24,8.0
16440,6,2015-04-24,8.0
16441,7,2015-04-24,8.0
16442,8,2015-04-24,8.0
16443,9,2015-04-24,8.0
16444,10,2015-04-24,4.0
16445,11,2015-04-24,4.0
16446,12,2015-04-24,4.0
16447,13,2015-04-24,4.0
16448,1,2015-04-25,8.0
16449,2,2015-04-25,8.0
16450,3,2015-04-25,8.0
16451,4,2015-04-25,8.0
16452,5,2015-04-25,8.0
16453,6,2015-04-25,8.0
16454,7,2015-04-25,8.0
16455,8,2015-04-25,8.0
16456,9,2015-04-25,8.0
16457,10,2015-04-25,4.0
16458,11,2015-04-25,4.0
16459,12,2015-04-25,4.0
16460,13,2015-04-25,4.0
16461,1,2015-04-26,8.0
16462,2,2015-04-26,8.0
16463,3,2015-04-26,8.0
16464,4,2015-04-26,8.0
16465,5,2015-04-26,8.0
16466,6,2015-04-26,8.0
16467,7,2015-04-26,8.0
16468,8,2015-04-26,8.0
16469,9,2015-04-26,8.0
16470,10,2015-04-26,4.0
16471,11,2015-04-26,4.0
16472,12,2015-04-26,4.0
16473,13,2015-04-26,4.0
16474,1,2015-04-27,8.0
16475,2,2015-04-27,8.0
16476,3,2015-04-27,8.0
16477,4,2015-04-27,8.0
16478,5,2015-04-27,8.0
16479,6,2015-04-27,8.0
16480,7,2015-04-27,8.0
16481,8,2015-04-27,8.0
16482,9,2015-04-27,8.0
16483,10,2015-04-27,4.0
16484,11,2015-04-27,4.0
16485,12,2015-04-27,4.0
16486,13,2015-04-27,4.0
16487,1,2015-04-28,8.0
16488,2,2015-04-28,8.0
16489,3,2015-04-28,8.0
16490,4,2015-04-28,8.0
16491,5,2015-04-28,8.0
16492,6,2015-04-28,8.0
16493,7,2015-04-28,8.0
16494,8,2015-04-28,8.0
16495,9,2015-04-28,8.0
16496,10,2015-04-28,4.0
16497,11,2015-04-28,4.0
16498,12,2015-04-28,4.0
16499,13,2015-04-28,4.0
16500,1,2015-04-29,8.0
16501,2,2015-04-29,8.0
16502,3,2015-04-29,8.0
16503,4,2015-04-29,8.0
16504,5,2015-04-29,8.0
16505,6,2015-04-29,8.0
16506,7,2015-04-29,8.0
16507,8,2015-04-29,8.0
16508,9,2015-04-29,8.0
16509,10,2015-04-29,4.0
16510,11,2015-04-29,4.0
16511,12,2015-04-29,4.0
16512,13,2015-04-29,4.0
16513,1,2015-04-30,8.0
16514,2,2015-04-30,8.0
16515,3,2015-04-30,8.0
16516,4,2015-04-30,8.0
16517,5,2015-04-30,8.0
16518,6,2015-04-30,8.0
16519,7,2015-04-30,8.0
16520,8,2015-04-30,8.0
16521,9,2015-04-30,8.0
16522,10,2015-04-30,4.0
16523,11,2015-04-30,4.0
16524,12,2015-04-30,4.0
16525,13,2015-04-30,4.0
16526,1,2015-05-01,8.0
16527,2,2015-05-01,8.0
16528,3,2015-05-01,8.0
16529,4,2015-05-01,8.0
16530,5,2015-05-01,8.0
16531,6,2015-05-01,8.0
16532,7,2015-05-01,8.0
16533,8,2015-05-01,8.0
16534,9,2015-05-01,8.0
16535,10,2015-05-01,4.0
16536,11,2015-05-01,4.0
16537,12,2015-05-01,4.0
16538,13,2015-05-01,4.0
16539,1,2015-05-02,8.0
16540,2,2015-05-02,8.0
16541,3,2015-05-02,8.0
16542,4,2015-05-02,8.0
16543,5,2015-05-02,8.0
16544,6,2015-05-02,8.0
16545,7,2015-05-02,8.0
16546,8,2015-05-02,8.0
16547,9,2015-05-02,8.0
16548,10,2015-05-02,4.0
16549,11,2015-05-02,4.0
16550,12,2015-05-02,4.0
16551,13,2015-05-02,4.0
16552,1,2015-05-03,8.0
16553,2,2015-05-03,8.0
16554,3,2015-05-03,8.0
16555,4,2015-05-03,8.0
16556,5,2015-05-03,8.0
16557,6,2015-05-03,8.0
16558,7,2015-05-03,8.0
16559,8,2015-05-03,8.0
16560,9,2015-05-03,8.0
16561,10,2015-05-03,4.0
16562,11,2015-05-03,4.0
16563,12,2015-05-03,4.0
16564,13,2015-05-03,4.0
16565,1,2015-05-04,8.0
16566,2,2015-05-04,8.0
16567,3,2015-05-04,8.0
16568,4,2015-05-04,8.0
16569,5,2015-05-04,8.0
16570,6,2015-05-04,8.0
16571,7,2015-05-04,8.0
16572,8,2015-05-04,8.0
16573,9,2015-05-04,8.0
16574,10,2015-05-04,4.0
16575,11,2015-05-04,4.0
16576,12,2015-05-04,4.0
16577,13,2015-05-04,4.0
16578,1,2015-05-05,8.0
16579,2,2015-05-05,8.0
16580,3,2015-05-05,8.0
16581,4,2015-05-05,8.0
16582,5,2015-05-05,8.0
16583,6,2015-05-05,8.0
16584,7,2015-05-05,8.0
16585,8,2015-05-05,8.0
16586,9,2015-05-05,8.0
16587,10,2015-05-05,4.0
16588,11,2015-05-05,4.0
16589,12,2015-05-05,4.0
16590,13,2015-05-05,4.0
16591,1,2015-05-06,8.0
16592,2,2015-05-06,8.0
16593,3,2015-05-06,8.0
16594,4,2015-05-06,8.0
16595,5,2015-05-06,8.0
16596,6,2015-05-06,8.0
16597,7,2015-05-06,8.0
16598,8,2015-05-06,8.0
16599,9,2015-05-06,8.0
16600,10,2015-05-06,4.0
16601,11,2015-05-06,4.0
16602,12,2015-05-06,4.0
16603,13,2015-05-06,4.0
16604,1,2015-05-07,8.0
16605,2,2015-05-07,8.0
16606,3,2015-05-07,8.0
16607,4,2015-05-07,8.0
16608,5,2015-05-07,8.0
16609,6,2015-05-07,8.0
16610,7,2015-05-07,8.0
16611,8,2015-05-07,8.0
16612,9,2015-05-07,8.0
16613,10,2015-05-07,4.0
16614,11,2015-05-07,4.0
16615,12,2015-05-07,4.0
16616,13,2015-05-07,4.0
16617,1,2015-05-08,8.0
16618,2,2015-05-08,8.0
16619,3,2015-05-08,8.0
16620,4,2015-05-08,8.0
16621,5,2015-05-08,8.0
16622,6,2015-05-08,8.0
16623,7,2015-05-08,8.0
16624,8,2015-05-08,8.0
16625,9,2015-05-08,8.0
16626,10,2015-05-08,4.0
16627,11,2015-05-08,4.0
16628,12,2015-05-08,4.0
16629,13,2015-05-08,4.0
16630,1,2015-05-09,8.0
16631,2,2015-05-09,8.0
16632,3,2015-05-09,8.0
16633,4,2015-05-09,8.0
16634,5,2015-05-09,8.0
16635,6,2015-05-09,8.0
16636,7,2015-05-09,8.0
16637,8,2015-05-09,8.0
16638,9,2015-05-09,8.0
16639,10,2015-05-09,4.0
16640,11,2015-05-09,4.0
16641,12,2015-05-09,4.0
16642,13,2015-05-09,4.0
16643,1,2015-05-10,8.0
16644,2,2015-05-10,8.0
16645,3,2015-05-10,8.0
16646,4,2015-05-10,8.0
16647,5,2015-05-10,8.0
16648,6,2015-05-10,8.0
16649,7,2015-05-10,8.0
16650,8,2015-05-10,8.0
16651,9,2015-05-10,8.0
16652,10,2015-05-10,4.0
16653,11,2015-05-10,4.0
16654,12,2015-05-10,4.0
16655,13,2015-05-10,4.0
16656,1,2015-05-11,8.0
16657,2,2015-05-11,8.0
16658,3,2015-05-11,8.0
16659,4,2015-05-11,8.0
16660,5,2015-05-11,8.0
16661,6,2015-05-11,8.0
16662,7,2015-05-11,8.0
16663,8,2015-05-11,8.0
16664,9,2015-05-11,8.0
16665,10,2015-05-11,4.0
16666,11,2015-05-11,4.0
16667,12,2015-05-11,4.0
16668,13,2015-05-11,4.0
16669,1,2015-05-12,8.0
16670,2,2015-05-12,8.0
16671,3,2015-05-12,8.0
16672,4,2015-05-12,8.0
16673,5,2015-05-12,8.0
16674,6,2015-05-12,8.0
16675,7,2015-05-12,8.0
16676,8,2015-05-12,8.0
16677,9,2015-05-12,8.0
16678,10,2015-05-12,4.0
16679,11,2015-05-12,4.0
16680,12,2015-05-12,4.0
16681,13,2015-05-12,4.0
16682,1,2015-05-13,8.0
16683,2,2015-05-13,8.0
16684,3,2015-05-13,8.0
16685,4,2015-05-13,8.0
16686,5,2015-05-13,8.0
16687,6,2015-05-13,8.0
16688,7,2015-05-13,8.0
16689,8,2015-05-13,8.0
16690,9,2015-05-13,8.0
16691,10,2015-05-13,4.0
16692,11,2015-05-13,4.0
16693,12,2015-05-13,4.0
16694,13,2015-05-13,4.0
16695,1,2015-05-14,8.0
16696,2,2015-05-14,8.0
16697,3,2015-05-14,8.0
16698,4,2015-05-14,8.0
16699,5,2015-05-14,8.0
16700,6,2015-05-14,8.0
16701,7,2015-05-14,8.0
16702,8,2015-05-14,8.0
16703,9,2015-05-14,8.0
16704,10,2015-05-14,4.0
16705,11,2015-05-14,4.0
16706,12,2015-05-14,4.0
16707,13,2015-05-14,4.0
16708,1,2015-05-15,8.0
16709,2,2015-05-15,8.0
16710,3,2015-05-15,8.0
